373	1637	
374	1645	
375	1635	
376	1638	
377	1639	
378	1639	
379	1638	
380	1642	
381	1638	
382	1637	
383	1638	
384	1639	
385	1637	
386	1637	
387	1639	
388	1639	
389	1638	
390	1642	
391	1637	
392	1636	
393	1637	
394	1640	
395	1640	
396	1636	
397	1639	
398	1638	
399	1638	
400	1640	
401	1640	
402	1634	
403	1642	
404	1641	
405	1638	
406	1637	
407	1640	
408	1641	
409	1638	
410	1637	
411	1635	
412	1638	
413	1637	
414	1645	
415	1637	
416	1643	
417	1637	
418	1638	
419	1638	
420	1640	
421	1640	
422	1643	
423	1639	
424	1635	
425	1636	
426	1643	
427	1640	
428	1637	
429	1641	
430	1641	
431	1637	
432	1642	
433	1640	
434	1638	
435	1638	
436	1641	
437	1639	
438	1638	
439	1635	
440	1641	
441	1639	
442	1635	
443	1640	
444	1639	
445	1635	
446	1641	
447	1636	
448	1639	
449	1636	
450	1638	
451	1634	
452	1635	
453	1634	
454	1645	
455	1639	
456	1636	
457	1639	
458	1639	
459	1642	
460	1642	
461	1634	
462	1641	
463	1636	
464	1640	
465	1639	
466	1638	
467	1640	
468	1643	
469	1635	
470	1638	
471	1638	
472	1635	
473	1639	
474	1638	
475	1636	
476	1638	
477	1635	
478	1642	
479	1633	
480	1640	
481	1640	
482	1637	
483	1636	
484	1637	
485	1638	
486	1641	
487	1641	
488	1638	
489	1638	
490	1639	
491	1639	
492	1640	
493	1635	
494	1643	
495	1635	
496	1639	
497	1638	
498	1642	
499	1644	
500	1638	
501	1635	
502	1635	
503	1640	
504	1637	
505	1636	
506	1641	
507	1636	
508	1639	
509	1637	
510	1638	
511	1635	
512	1640	
513	1645	
514	1634	
515	1638	
516	1633	
517	1641	
518	1642	
519	1635	
520	1638	
521	1641	
522	1637	
523	1643	
524	1641	
525	1638	
526	1638	
527	1635	
528	1640	
529	1641	
530	1638	
531	1641	
532	1637	
533	1637	
534	1646	
535	1634	
536	1640	
537	1637	
538	1640	
539	1634	
540	1642	
541	1636	
542	1640	
543	1639	
544	1639	
545	1637	
546	1640	
547	1640	
548	1644	
549	1639	
550	1639	
551	1639	
552	1640	
553	1639	
554	1640	
555	1636	
556	1638	
557	1639	
558	1638	
559	1636	
560	1636	
561	1642	
562	1640	
563	1641	
564	1635	
565	1636	
566	1643	
567	1637	
568	1637	
569	1639	
570	1639	
571	1635	
572	1641	
573	1634	
574	1642	
575	1635	
576	1639	
577	1640	
578	1640	
579	1637	
580	1641	
581	1635	
582	1639	
583	1636	
584	1640	
585	1636	
586	1640	
587	1640	
588	1639	
589	1641	
590	1636	
591	1640	
592	1640	
593	1639	
594	1638	
595	1637	
596	1641	
597	1638	
598	1645	
599	1638	
600	1641	
601	1639	
602	1637	
603	1641	
604	1637	
605	1641	
606	1640	
607	1634	
608	1638	
609	1639	
610	1638	
611	1640	
612	1640	
613	1633	
614	1641	
615	1637	
616	1643	
617	1638	
618	1637	
619	1640	
620	1640	
621	1637	
622	1634	
623	1639	
624	1638	
625	1642	
626	1638	
627	1641	
628	1636	
629	1639	
630	1637	
631	1642	
632	1638	
633	1640	
634	1639	
635	1635	
636	1638	
637	1636	
638	1639	
639	1634	
640	1641	
641	1638	
642	1636	
643	1636	
644	1636	
645	1636	
